state,name,mean_work_travel_2010,mean_work_travel_2017,delta_work_travel
New Mexico,Hidalgo County,16.6,19.9,3.3
New Mexico,Lea County,17.6,20.4,2.8
New Mexico,Lincoln County,16.6,21.1,4.5
New Mexico,Los Alamos County,15.9,15.7,-0.2
New Mexico,Luna County,17.9,17.8,-0.1
New Mexico,McKinley County,22.4,22.1,-0.3
New Mexico,Mora County,31.6,31,-0.6
New Mexico,Otero County,20,18.5,-1.5
New Mexico,Quay County,19.3,15.5,-3.8
New Mexico,Rio Arriba County,28.5,27.2,-1.3
New Mexico,Roosevelt County,14.6,17.6,3
New Mexico,Sandoval County,29,28.4,-0.6
New Mexico,San Juan County,24.9,23.9,-1
New Mexico,San Miguel County,20.9,20.8,-0.1
New Mexico,Santa Fe County,21.7,22.3,0.6
New Mexico,Sierra County,14,16.7,2.7
New Mexico,Socorro County,18.5,16.9,-1.6
New Mexico,Taos County,20,20.2,0.2
New Mexico,Torrance County,33.6,29.6,-4
New Mexico,Union County,13.7,15.1,1.4
New Mexico,Valencia County,30.1,28.8,-1.3
New York,Albany County,19.7,20.4,0.7
New York,Allegany County,21.2,21.4,0.2
New York,Bronx County,41.7,44.2,2.5
New York,Broome County,18.2,19.7,1.5
New York,Cattaraugus County,21.4,21.9,0.5
New York,Cayuga County,20.9,23,2.1
New York,Chautauqua County,17.6,18,0.4
New York,Chemung County,19.6,19.6,0
New York,Chenango County,21.9,24.1,2.2
New York,Clinton County,18.8,19.8,1
New York,Columbia County,25.1,25.8,0.7
New York,Cortland County,20.8,20.5,-0.3
New York,Delaware County,21.3,24.4,3.1
New York,Dutchess County,29.9,32.2,2.3
New York,Erie County,21,21.3,0.3
New York,Essex County,20.7,21.9,1.2
New York,Franklin County,19,20.9,1.9
New York,Fulton County,22.5,25,2.5
New York,Genesee County,21.6,22.2,0.6
New York,Greene County,25,27.6,2.6
New York,Hamilton County,21.7,25.3,3.6
New York,Herkimer County,23.3,23.1,-0.2
New York,Jefferson County,18.7,17.4,-1.3
New York,Kings County,41.6,42.4,0.8
New York,Lewis County,23.4,24.5,1.1
New York,Livingston County,24.5,25.5,1
New York,Madison County,23.4,23.3,-0.1
New York,Monroe County,19.1,20.1,1
New York,Montgomery County,24.1,24.5,0.4
New York,Nassau County,33.3,35.8,2.5
New York,New York County,30.1,31.8,1.7
New York,Niagara County,20.8,22,1.2
New York,Oneida County,19.4,19.6,0.2
New York,Onondaga County,19.1,20.1,1
New York,Ontario County,21.8,23.2,1.4
New York,Orange County,33.5,33.4,-0.1
New York,Orleans County,24.4,24.1,-0.3
New York,Oswego County,24.1,24.8,0.7
New York,Otsego County,21.4,22.4,1
New York,Putnam County,37,39.2,2.2
New York,Queens County,42,43.5,1.5
New York,Rensselaer County,22.4,24.4,2
New York,Richmond County,42,44,2
New York,Rockland County,29.8,31,1.2
New York,St. Lawrence County,20.2,20.9,0.7
New York,Saratoga County,24.9,25.3,0.4
New York,Schenectady County,21.9,22.9,1
New York,Schoharie County,26.7,29.7,3
New York,Schuyler County,25.1,24.8,-0.3
New York,Seneca County,21.7,22.3,0.6
New York,Steuben County,21.5,21.7,0.2
New York,Suffolk County,30.2,32,1.8
New York,Sullivan County,27.1,30.6,3.5
New York,Tioga County,24,23,-1
New York,Tompkins County,18.4,18.6,0.2
New York,Ulster County,26.7,28.2,1.5
New York,Warren County,21.1,22.8,1.7
New York,Washington County,26.6,26.2,-0.4
New York,Wayne County,24.4,24.9,0.5
New York,Westchester County,31.7,34.1,2.4
New York,Wyoming County,24.2,24.7,0.5
New York,Yates County,22,22.5,0.5
North Carolina,Alamance County,22,23.6,1.6
North Carolina,Alexander County,24.5,25.6,1.1
North Carolina,Alleghany County,24.6,25,0.4
North Carolina,Anson County,23.9,27.8,3.9
North Carolina,Ashe County,25,26.5,1.5
North Carolina,Avery County,23.3,22.5,-0.8
North Carolina,Beaufort County,26.8,25.1,-1.7
North Carolina,Bertie County,25.7,24.8,-0.9
North Carolina,Bladen County,26,24.7,-1.3
North Carolina,Brunswick County,24.2,24.2,0
North Carolina,Buncombe County,20.7,20.1,-0.6
North Carolina,Burke County,21.4,21.5,0.1
North Carolina,Cabarrus County,26.6,27.8,1.2
North Carolina,Caldwell County,22.5,23.4,0.9
North Carolina,Camden County,30.8,33.7,2.9
North Carolina,Carteret County,23.3,23.2,-0.1
North Carolina,Caswell County,30.6,31,0.4
North Carolina,Catawba County,21,22.6,1.6
North Carolina,Chatham County,26.1,28.7,2.6
North Carolina,Cherokee County,21.6,24.6,3
North Carolina,Chowan County,28.5,28.2,-0.3
North Carolina,Clay County,23.5,21.3,-2.2
North Carolina,Cleveland County,22.6,24,1.4
North Carolina,Columbus County,26.8,26.4,-0.4
North Carolina,Craven County,20.1,21.6,1.5
North Carolina,Cumberland County,21,20.5,-0.5
North Carolina,Currituck County,32,37.2,5.2
North Carolina,Dare County,20.5,20.2,-0.3
North Carolina,Davidson County,22.6,24.8,2.2
North Carolina,Davie County,23.9,26.3,2.4
North Carolina,Duplin County,23.8,26.1,2.3
North Carolina,Durham County,21.7,22.9,1.2
North Carolina,Edgecombe County,20.2,22,1.8
North Carolina,Forsyth County,20.3,21.4,1.1
North Carolina,Franklin County,32.4,31.7,-0.7
North Carolina,Gaston County,24.6,25.4,0.8
North Carolina,Gates County,39.2,36.5,-2.7
North Carolina,Graham County,17.8,27.5,9.7
North Carolina,Granville County,27.5,28.6,1.1
North Carolina,Greene County,24.4,25.8,1.4
North Carolina,Guilford County,20.7,21.5,0.8
North Carolina,Halifax County,21.6,25.2,3.6
North Carolina,Harnett County,27.9,29.2,1.3
North Carolina,Haywood County,22.3,22.8,0.5
North Carolina,Henderson County,21,21.6,0.6
North Carolina,Hertford County,23.1,24.2,1.1
North Carolina,Hoke County,25.1,27.1,2
North Carolina,Hyde County,25.5,24.7,-0.8
North Carolina,Iredell County,24,25.6,1.6
North Carolina,Jackson County,19.7,20.4,0.7
North Carolina,Johnston County,28.2,29.9,1.7
North Carolina,Jones County,28.3,27.4,-0.9
North Carolina,Lee County,22.2,24.7,2.5
North Carolina,Lenoir County,22.3,22.2,-0.1
North Carolina,Lincoln County,28.8,30,1.2
North Carolina,McDowell County,22.6,23,0.4
North Carolina,Macon County,21.4,21.4,0
North Carolina,Madison County,31.5,28.9,-2.6
North Carolina,Martin County,23.5,24,0.5
North Carolina,Mecklenburg County,24.7,25.8,1.1
North Carolina,Mitchell County,25.9,25.6,-0.3
North Carolina,Montgomery County,25.5,24,-1.5
North Carolina,Moore County,22.5,24,1.5
North Carolina,Nash County,21,21.9,0.9
North Carolina,New Hanover County,19.8,20.4,0.6
North Carolina,Northampton County,26.5,25.6,-0.9
North Carolina,Onslow County,22.5,21.4,-1.1
North Carolina,Orange County,21.8,22.2,0.4
North Carolina,Pamlico County,25.7,28.4,2.7
North Carolina,Pasquotank County,23.6,28.3,4.7
North Carolina,Pender County,27.8,28.9,1.1
North Carolina,Perquimans County,28.7,29.6,0.9
North Carolina,Person County,29.8,30.7,0.9
North Carolina,Pitt County,19.6,20.6,1
North Carolina,Polk County,27,25.7,-1.3
North Carolina,Randolph County,22.7,23.8,1.1
North Carolina,Richmond County,19.8,21.5,1.7
North Carolina,Robeson County,23.5,23.8,0.3
North Carolina,Rockingham County,25.6,25.6,0
North Carolina,Rowan County,22.7,24.2,1.5
North Carolina,Rutherford County,23.1,25.8,2.7
North Carolina,Sampson County,24.1,25.6,1.5
North Carolina,Scotland County,19.6,21.8,2.2
North Carolina,Stanly County,26.2,25.7,-0.5
North Carolina,Stokes County,28.8,28.7,-0.1
North Carolina,Surry County,25.3,24.5,-0.8
North Carolina,Swain County,17.3,18.7,1.4
North Carolina,Transylvania County,21.5,26.1,4.6
North Carolina,Tyrrell County,30.4,29.5,-0.9
North Carolina,Union County,28.6,29.5,0.9
North Carolina,Vance County,23.1,22.6,-0.5
North Carolina,Wake County,24.1,24.9,0.8
North Carolina,Warren County,29.3,28.5,-0.8
North Carolina,Washington County,25.1,25.1,0
North Carolina,Watauga County,18.6,20,1.4
North Carolina,Wayne County,21.8,21.9,0.1
North Carolina,Wilkes County,23.6,23.3,-0.3
North Carolina,Wilson County,19.5,20.7,1.2
North Carolina,Yadkin County,26.3,26.6,0.3
North Carolina,Yancey County,25.6,28.7,3.1
North Dakota,Adams County,12.8,17.3,4.5
North Dakota,Barnes County,14.6,17,2.4
North Dakota,Benson County,16.2,18,1.8
North Dakota,Billings County,24.9,27.6,2.7
North Dakota,Bottineau County,18.5,18.7,0.2
North Dakota,Bowman County,12.3,14.3,2
North Dakota,Burke County,17.4,23.9,6.5
North Dakota,Burleigh County,16.1,17.2,1.1
North Dakota,Cass County,15.9,16,0.1
North Dakota,Cavalier County,12.1,12.5,0.4
North Dakota,Dickey County,13.7,13.4,-0.3
North Dakota,Divide County,13.9,17,3.1
North Dakota,Dunn County,22.3,22.9,0.6
North Dakota,Eddy County,16.8,17.1,0.3
North Dakota,Emmons County,20.4,15.8,-4.6
North Dakota,Foster County,13.2,12.9,-0.3
North Dakota,Golden Valley County,18.3,14.3,-4
North Dakota,Grand Forks County,13.5,14.2,0.7
North Dakota,Grant County,23.1,22.1,-1
North Dakota,Griggs County,18.9,18.8,-0.1
North Dakota,Hettinger County,16.8,19.8,3
North Dakota,Kidder County,23.8,23.7,-0.1
North Dakota,LaMoure County,16.7,17.5,0.8
North Dakota,Logan County,18.3,14.4,-3.9
North Dakota,McHenry County,29.7,26.5,-3.2
North Dakota,McIntosh County,11.3,11.5,0.2
North Dakota,McKenzie County,20.4,17.4,-3
North Dakota,McLean County,22.2,23.1,0.9
North Dakota,Mercer County,15.4,17.8,2.4
North Dakota,Morton County,20.4,20.1,-0.3
North Dakota,Mountrail County,16.1,17.1,1
North Dakota,Nelson County,21.2,17.9,-3.3
North Dakota,Oliver County,20.9,29.1,8.2
North Dakota,Pembina County,16,16.9,0.9
North Dakota,Pierce County,15.4,14.9,-0.5
North Dakota,Ramsey County,11,12.9,1.9
North Dakota,Ransom County,18.4,18.6,0.2
North Dakota,Renville County,20.9,26.6,5.7
North Dakota,Richland County,19.2,18.2,-1
North Dakota,Rolette County,15.4,16.9,1.5
North Dakota,Sargent County,16.9,13.8,-3.1
North Dakota,Sheridan County,17.4,23.8,6.4
North Dakota,Sioux County,17.3,17.9,0.6
North Dakota,Slope County,23.5,27.9,4.4
North Dakota,Stark County,16.3,18.2,1.9
North Dakota,Steele County,17.7,17.9,0.2
North Dakota,Stutsman County,13.2,15,1.8
North Dakota,Towner County,14.6,14.9,0.3
North Dakota,Traill County,18,21.2,3.2
North Dakota,Walsh County,16.1,16.1,0
North Dakota,Ward County,14.6,18.9,4.3
North Dakota,Wells County,12.8,14.9,2.1
North Dakota,Williams County,15,18.5,3.5
Ohio,Adams County,31.3,36.5,5.2
Ohio,Allen County,18.9,18.9,0
Ohio,Ashland County,21.8,24.4,2.6
Ohio,Ashtabula County,24.8,25.9,1.1
Ohio,Athens County,20.3,20.2,-0.1
Ohio,Auglaize County,18.9,19.6,0.7
Ohio,Belmont County,24.8,23.2,-1.6
Ohio,Brown County,33.9,36.5,2.6
Ohio,Butler County,23.1,24.4,1.3
Ohio,Carroll County,31.6,28.5,-3.1
Ohio,Champaign County,22.8,25.9,3.1
Ohio,Clark County,21.7,22,0.3
Ohio,Clermont County,27.9,28,0.1
Ohio,Clinton County,25,25.6,0.6
Ohio,Columbiana County,24,25.3,1.3
Ohio,Coshocton County,22.9,23.9,1
Ohio,Crawford County,21.5,20.8,-0.7
Ohio,Cuyahoga County,23.5,24.3,0.8
Ohio,Darke County,23.3,23.2,-0.1
Ohio,Defiance County,19.4,20.3,0.9
Ohio,Delaware County,25.1,26.2,1.1
Ohio,Erie County,18.7,21,2.3
Ohio,Fairfield County,26.9,28.3,1.4
Ohio,Fayette County,23.2,24,0.8
Ohio,Franklin County,21,21.8,0.8
Ohio,Fulton County,22.5,24.1,1.6
Ohio,Gallia County,24.8,29,4.2
Ohio,Geauga County,26.9,28.3,1.4
Ohio,Greene County,19.5,21,1.5
Ohio,Guernsey County,23.8,24.4,0.6
Ohio,Hamilton County,22.5,23.2,0.7
Ohio,Hancock County,17.1,17.1,0
Ohio,Hardin County,23.4,25.2,1.8
Ohio,Harrison County,27.7,28.3,0.6
Ohio,Henry County,19.6,22.3,2.7
Ohio,Highland County,27.1,29.2,2.1
Ohio,Hocking County,31.8,32,0.2
Ohio,Holmes County,22.2,20.9,-1.3
Ohio,Huron County,21.7,22.5,0.8
Ohio,Jackson County,26,25.6,-0.4
Ohio,Jefferson County,22.4,25,2.6
Ohio,Knox County,25.9,24.9,-1
Ohio,Lake County,23.2,23.6,0.4
Ohio,Lawrence County,23.4,23.5,0.1
Ohio,Licking County,25.8,25.8,0
Ohio,Logan County,21.5,22,0.5
Ohio,Lorain County,24.1,24.2,0.1
Ohio,Lucas County,19.8,20.6,0.8
Ohio,Madison County,23.3,25.3,2
Ohio,Mahoning County,20.9,21.9,1
Ohio,Marion County,19.7,22,2.3
Ohio,Medina County,27.3,27.1,-0.2
Ohio,Meigs County,30.1,30.9,0.8
Ohio,Mercer County,18.3,17.5,-0.8
Ohio,Miami County,20.7,20.9,0.2
Ohio,Monroe County,28.9,33.9,5
Ohio,Montgomery County,20.8,21.5,0.7
Ohio,Morgan County,34.3,31.2,-3.1
Ohio,Morrow County,30.5,29.5,-1
Ohio,Muskingum County,23.9,23.7,-0.2
Ohio,Noble County,26.6,30.7,4.1
Ohio,Ottawa County,22.2,23.9,1.7
Ohio,Paulding County,21.8,22.4,0.6
Ohio,Perry County,33.7,31.8,-1.9
Ohio,Pickaway County,27.2,28.1,0.9
Ohio,Pike County,28.1,28.2,0.1
Ohio,Portage County,24.2,25.5,1.3
Ohio,Preble County,24.9,26.5,1.6
Ohio,Putnam County,22.1,22.2,0.1
Ohio,Richland County,20.6,22.2,1.6
Ohio,Ross County,25.7,25.7,0
Ohio,Sandusky County,19.4,20.3,0.9
Ohio,Scioto County,24.6,25.6,1
Ohio,Seneca County,19.9,21.3,1.4
Ohio,Shelby County,18,18,0
Ohio,Stark County,21.2,21.8,0.6
Ohio,Summit County,22.4,22.8,0.4
Ohio,Trumbull County,22.4,22.8,0.4
Ohio,Tuscarawas County,21,22.3,1.3
Ohio,Union County,23.8,24.7,0.9
Ohio,Van Wert County,18.3,19.3,1
Ohio,Vinton County,30.1,31.7,1.6
Ohio,Warren County,24.4,25.4,1
Ohio,Washington County,22.3,22.1,-0.2
Ohio,Wayne County,19.8,20.6,0.8
Ohio,Williams County,18.4,19.3,0.9
Ohio,Wood County,19.6,20.1,0.5
Ohio,Wyandot County,20.9,21.7,0.8
Oklahoma,Adair County,25.2,23.1,-2.1
Oklahoma,Alfalfa County,18.3,18.8,0.5
Oklahoma,Atoka County,22.7,25.3,2.6
Oklahoma,Beaver County,17,19.3,2.3
Oklahoma,Beckham County,17.2,17,-0.2
Oklahoma,Blaine County,21.8,17.2,-4.6
Oklahoma,Bryan County,20.7,20.2,-0.5
Oklahoma,Caddo County,22.3,22.9,0.6
Oklahoma,Canadian County,22.3,23.8,1.5
Oklahoma,Carter County,18,19.6,1.6
Oklahoma,Cherokee County,23,23.6,0.6
Oklahoma,Choctaw County,21.9,22.7,0.8
Oklahoma,Cimarron County,13.3,14.7,1.4
Oklahoma,Cleveland County,21.9,23.3,1.4
Oklahoma,Coal County,24.3,25.6,1.3
Oklahoma,Comanche County,16.2,16.7,0.5
Oklahoma,Cotton County,23.2,23,-0.2
Oklahoma,Craig County,18.5,21.3,2.8
Oklahoma,Creek County,23.7,24.9,1.2
Oklahoma,Custer County,17.4,18.7,1.3
Oklahoma,Delaware County,26.8,25.9,-0.9
Oklahoma,Dewey County,21.4,21.7,0.3
Oklahoma,Ellis County,18.2,18.7,0.5
Oklahoma,Garfield County,16.3,16.6,0.3
Oklahoma,Garvin County,21.7,21.5,-0.2
Oklahoma,Grady County,26,25.9,-0.1
Oklahoma,Grant County,19.8,18.1,-1.7
Oklahoma,Greer County,16.5,20.9,4.4
Oklahoma,Harmon County,17.9,15.9,-2
Oklahoma,Harper County,15.7,19.9,4.2
Oklahoma,Haskell County,26.7,25.3,-1.4
Oklahoma,Hughes County,24.5,23,-1.5
Oklahoma,Jackson County,12.7,14.5,1.8
Oklahoma,Jefferson County,23.7,26,2.3
Oklahoma,Johnston County,23.1,24.3,1.2
Oklahoma,Kay County,15.9,17.5,1.6
Oklahoma,Kingfisher County,20.1,19,-1.1
Oklahoma,Kiowa County,20.9,20.9,0
Oklahoma,Latimer County,24.3,23.8,-0.5
Oklahoma,Le Flore County,20.5,24.2,3.7
Oklahoma,Lincoln County,29.3,29.1,-0.2
Oklahoma,Logan County,27.6,28.5,0.9
Oklahoma,Love County,22.5,23.1,0.6
Oklahoma,McClain County,27.5,26.7,-0.8
Oklahoma,McCurtain County,20.7,21.8,1.1
Oklahoma,McIntosh County,25.4,27,1.6
Oklahoma,Major County,20.6,23,2.4
Oklahoma,Marshall County,20.3,23.8,3.5
Oklahoma,Mayes County,25.1,23.3,-1.8
Oklahoma,Murray County,19.9,20.5,0.6
Oklahoma,Muskogee County,20.2,20.5,0.3
Oklahoma,Noble County,22.3,20.5,-1.8
Oklahoma,Nowata County,23.1,26.3,3.2
Oklahoma,Okfuskee County,24.8,27.5,2.7
Oklahoma,Oklahoma County,19.9,21.2,1.3
Oklahoma,Okmulgee County,26.4,26.1,-0.3
Oklahoma,Osage County,22.2,24.4,2.2
Oklahoma,Ottawa County,20.5,20,-0.5
Oklahoma,Pawnee County,27.1,26.7,-0.4
Oklahoma,Payne County,17.4,17.5,0.1
Oklahoma,Pittsburg County,20.4,20.9,0.5
Oklahoma,Pontotoc County,17,17.3,0.3
Oklahoma,Pottawatomie County,23.7,23.7,0
Oklahoma,Pushmataha County,24.3,27,2.7
Oklahoma,Roger Mills County,23.3,20.7,-2.6
Oklahoma,Rogers County,24.5,24.2,-0.3
Oklahoma,Seminole County,22.4,23.9,1.5
Oklahoma,Sequoyah County,25.3,25.4,0.1
Oklahoma,Stephens County,19.4,20.4,1
Oklahoma,Texas County,15,15.9,0.9
Oklahoma,Tillman County,23.1,19.4,-3.7
Oklahoma,Tulsa County,19.1,19.7,0.6
Oklahoma,Wagoner County,25.3,26.1,0.8
Oklahoma,Washington County,18,17.7,-0.3
Oklahoma,Washita County,21,21.6,0.6
Oklahoma,Woods County,12.4,14,1.6
Oklahoma,Woodward County,18.3,17.4,-0.9
Oregon,Baker County,14.8,16,1.2
Oregon,Benton County,17.9,19.6,1.7
Oregon,Clackamas County,26,28.7,2.7
Oregon,Clatsop County,17.5,19.1,1.6
Oregon,Columbia County,31.1,33.3,2.2
Oregon,Coos County,18.9,19.1,0.2
Oregon,Crook County,20.6,23.4,2.8
Oregon,Curry County,14.1,14.4,0.3
Oregon,Deschutes County,18.6,18.5,-0.1
Oregon,Douglas County,20,19.5,-0.5
Oregon,Gilliam County,16,17.5,1.5
Oregon,Grant County,16.3,17.2,0.9
Oregon,Harney County,11.1,15.8,4.7
Oregon,Hood River County,17.1,17.4,0.3
Oregon,Jackson County,18.4,18.7,0.3
Oregon,Jefferson County,21,20.4,-0.6
Oregon,Josephine County,19.4,20.1,0.7
Oregon,Klamath County,17.1,16.2,-0.9
Oregon,Lake County,11.6,14.6,3
Oregon,Lane County,19.6,20.2,0.6
Oregon,Lincoln County,18.7,18.9,0.2
Oregon,Linn County,22.2,22.3,0.1
Oregon,Malheur County,18.3,18.9,0.6
Oregon,Marion County,22.6,23.2,0.6
Oregon,Morrow County,21.8,20.4,-1.4
Oregon,Multnomah County,24.3,26.6,2.3
Oregon,Polk County,24.1,24.6,0.5
Oregon,Sherman County,18.2,22.3,4.1
Oregon,Tillamook County,18.2,18.9,0.7
Oregon,Umatilla County,16.4,18,1.6
Oregon,Union County,16.1,18,1.9
Oregon,Wallowa County,16.2,16.1,-0.1
Oregon,Wasco County,17.1,17.6,0.5
Oregon,Washington County,24.1,24.9,0.8
Oregon,Wheeler County,19.1,20.2,1.1
Oregon,Yamhill County,24,25.9,1.9
Pennsylvania,Adams County,27.2,27.6,0.4
Pennsylvania,Allegheny County,25.2,26.7,1.5
Pennsylvania,Armstrong County,27.7,29.7,2
Pennsylvania,Beaver County,24.8,25.6,0.8
Pennsylvania,Bedford County,26.9,27.2,0.3
Pennsylvania,Berks County,23.6,24.9,1.3
Pennsylvania,Blair County,19.6,20.1,0.5
Pennsylvania,Bradford County,22.7,22.5,-0.2
Pennsylvania,Bucks County,28.1,29.8,1.7
Pennsylvania,Butler County,26.3,26.8,0.5
Pennsylvania,Cambria County,22.3,24.1,1.8
Pennsylvania,Cameron County,15.3,17.6,2.3
Pennsylvania,Carbon County,31.1,31.9,0.8
Pennsylvania,Centre County,19.3,20.4,1.1
Pennsylvania,Chester County,27.9,27.9,0
Pennsylvania,Clarion County,21.1,22.5,1.4
Pennsylvania,Clearfield County,24.2,24.4,0.2
Pennsylvania,Clinton County,23.6,22.6,-1
Pennsylvania,Columbia County,20.9,22.3,1.4
Pennsylvania,Crawford County,21,22,1
Pennsylvania,Cumberland County,21,22.1,1.1
Pennsylvania,Dauphin County,20.7,22,1.3
Pennsylvania,Delaware County,27.4,29,1.6
Pennsylvania,Elk County,18,18.8,0.8
Pennsylvania,Erie County,18.6,19.3,0.7
Pennsylvania,Fayette County,23.8,26.3,2.5
Pennsylvania,Forest County,27.4,26.9,-0.5
Pennsylvania,Franklin County,23.3,24.4,1.1
Pennsylvania,Fulton County,31.8,32.3,0.5
Pennsylvania,Greene County,26.8,26.8,0
Pennsylvania,Huntingdon County,27.8,29.5,1.7
Pennsylvania,Indiana County,23.1,23,-0.1
Pennsylvania,Jefferson County,20.3,23.1,2.8
Pennsylvania,Juniata County,29.6,30.6,1
Pennsylvania,Lackawanna County,19.7,20.9,1.2
Pennsylvania,Lancaster County,21.9,23.1,1.2
Pennsylvania,Lawrence County,21.9,22.9,1
Pennsylvania,Lebanon County,22.5,23.1,0.6
Pennsylvania,Lehigh County,23.5,24.7,1.2
Pennsylvania,Luzerne County,21.8,22.1,0.3
Pennsylvania,Lycoming County,19.3,20.2,0.9
Pennsylvania,McKean County,18.7,21.1,2.4
Pennsylvania,Mercer County,20.4,20.8,0.4
Pennsylvania,Mifflin County,21.2,24.1,2.9
Pennsylvania,Monroe County,39.6,38.6,-1
Pennsylvania,Montgomery County,27.4,28.7,1.3
Pennsylvania,Montour County,19,19,0
Pennsylvania,Northampton County,27.5,27.6,0.1
Pennsylvania,Northumberland County,23.3,23.3,0
Pennsylvania,Perry County,31.5,32.6,1.1
Pennsylvania,Philadelphia County,31.5,32.9,1.4
Pennsylvania,Pike County,42.1,44.2,2.1
Pennsylvania,Potter County,22.5,24.5,2
Pennsylvania,Schuylkill County,25,25.7,0.7
Pennsylvania,Snyder County,22.4,22.9,0.5
Pennsylvania,Somerset County,22.8,24.2,1.4
Pennsylvania,Sullivan County,27.9,31.5,3.6
Pennsylvania,Susquehanna County,26.8,28,1.2
Pennsylvania,Tioga County,22.6,23.9,1.3
Pennsylvania,Union County,19.5,22.5,3
Pennsylvania,Venango County,20.9,22.1,1.2
Pennsylvania,Warren County,20.4,20.4,0
Pennsylvania,Washington County,25.6,26.9,1.3
Pennsylvania,Wayne County,26.8,29.6,2.8
Pennsylvania,Westmoreland County,25.6,26.3,0.7
Pennsylvania,Wyoming County,24.5,25.6,1.1
Pennsylvania,York County,26.1,27.1,1
Rhode Island,Bristol County,25.3,25.9,0.6
Rhode Island,Kent County,23.8,25.3,1.5
Rhode Island,Newport County,20.5,22.5,2
Rhode Island,Providence County,22.5,24.4,1.9
Rhode Island,Washington County,24.2,25.9,1.7
South Carolina,Abbeville County,25.1,25.8,0.7
South Carolina,Aiken County,24.7,24.9,0.2
South Carolina,Allendale County,25.3,28.3,3
South Carolina,Anderson County,22.6,22.9,0.3
South Carolina,Bamberg County,27.6,24.4,-3.2
South Carolina,Barnwell County,23.6,27.6,4
South Carolina,Beaufort County,20.1,22.4,2.3
South Carolina,Berkeley County,26.3,27.3,1
South Carolina,Calhoun County,27.4,28.1,0.7
South Carolina,Charleston County,22.3,23.2,0.9
South Carolina,Cherokee County,22.1,22.1,0
South Carolina,Chester County,26.7,28.8,2.1
South Carolina,Chesterfield County,25.1,23.9,-1.2
South Carolina,Clarendon County,26.6,29.6,3
South Carolina,Colleton County,32.7,33.1,0.4
South Carolina,Darlington County,22.2,23,0.8
South Carolina,Dillon County,21.4,23.7,2.3
South Carolina,Dorchester County,27.9,28.8,0.9
South Carolina,Edgefield County,26.2,25.2,-1
South Carolina,Fairfield County,27.3,31.1,3.8
South Carolina,Florence County,21.6,23.1,1.5
South Carolina,Georgetown County,23.7,25.4,1.7
South Carolina,Greenville County,21.3,22.2,0.9
South Carolina,Greenwood County,20.5,22.2,1.7
South Carolina,Hampton County,30.2,31.7,1.5
South Carolina,Horry County,21,22,1
South Carolina,Jasper County,29.3,30.8,1.5
South Carolina,Kershaw County,27.6,26.8,-0.8
South Carolina,Lancaster County,27.8,29.1,1.3
South Carolina,Laurens County,24,24.3,0.3
South Carolina,Lee County,26.7,26.8,0.1
South Carolina,Lexington County,24.6,25.5,0.9
South Carolina,McCormick County,27,26.6,-0.4
South Carolina,Marion County,25.7,30.3,4.6
South Carolina,Marlboro County,21.2,25.2,4
South Carolina,Newberry County,24,24.6,0.6
South Carolina,Oconee County,24.9,24.6,-0.3
South Carolina,Orangeburg County,22.7,28,5.3
South Carolina,Pickens County,22.9,24.8,1.9
South Carolina,Richland County,21.5,21.4,-0.1
South Carolina,Saluda County,28.3,29.8,1.5
South Carolina,Spartanburg County,22,22.7,0.7
South Carolina,Sumter County,21.1,22.3,1.2
South Carolina,Union County,25,27.5,2.5
South Carolina,Williamsburg County,24.8,30,5.2
South Carolina,York County,24.1,26.9,2.8
South Dakota,Aurora County,18.3,16.4,-1.9
South Dakota,Beadle County,12.4,13.9,1.5
South Dakota,Bennett County,22,17.4,-4.6
South Dakota,Bon Homme County,17.8,19.6,1.8
South Dakota,Brookings County,13.5,14.9,1.4
South Dakota,Brown County,12.8,12.9,0.1
South Dakota,Brule County,13.4,13.4,0
South Dakota,Buffalo County,12.3,13,0.7
South Dakota,Butte County,21.3,20.5,-0.8
South Dakota,Campbell County,17.5,17.1,-0.4
South Dakota,Charles Mix County,12.3,10.3,-2
South Dakota,Clark County,19.7,20.7,1
South Dakota,Clay County,16.4,15,-1.4
South Dakota,Codington County,14.1,14.4,0.3
South Dakota,Corson County,20.6,21,0.4
South Dakota,Custer County,25.1,26.1,1
South Dakota,Davison County,13.2,12.7,-0.5
South Dakota,Day County,15.1,18.7,3.6
South Dakota,Deuel County,19.3,19.5,0.2
South Dakota,Dewey County,12.5,17.3,4.8
South Dakota,Douglas County,13.3,13.6,0.3
South Dakota,Edmunds County,19.8,16.8,-3
South Dakota,Fall River County,15.4,15.8,0.4
South Dakota,Faulk County,13.3,12.2,-1.1
South Dakota,Grant County,15.1,12.3,-2.8
South Dakota,Gregory County,14.3,14.2,-0.1
South Dakota,Haakon County,13.2,11.5,-1.7
South Dakota,Hamlin County,18.9,19.9,1
South Dakota,Hand County,14.1,13.3,-0.8
South Dakota,Hanson County,18.6,19.5,0.9
South Dakota,Harding County,15.4,22.7,7.3
South Dakota,Hughes County,12.1,10.8,-1.3
South Dakota,Hutchinson County,15.8,16.6,0.8
South Dakota,Hyde County,15.9,15.7,-0.2
South Dakota,Jackson County,17.3,12.6,-4.7
South Dakota,Jerauld County,15,15.5,0.5
South Dakota,Jones County,11.7,14.9,3.2
South Dakota,Kingsbury County,19.7,20.6,0.9
South Dakota,Lake County,16.5,16,-0.5
South Dakota,Lawrence County,18.2,17.1,-1.1
