,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Class Size,Teacher Exp (years),Math Score,Sex of Child,,Class Size,Teacher Exp (years),Math Score,Sex of Child
regular,24,484,girl,,,,,
regular,24,520,boy,,,,,
regular,24,434,boy,,,,,
regular,24,536,boy,,,,,
regular,24,547,boy,,,,,
regular,24,536,girl,,,,,
regular,24,439,boy,,,,,
regular,24,547,girl,,,,,
regular,24,468,boy,,,,,
regular,24,494,girl,,,,,
regular,24,536,boy,,,,,
regular,24,559,girl,,,,,
regular,24,473,boy,,,,,
regular,24,520,girl,,,,,
regular,24,520,girl,,,,,
regular,24,602,girl,,,,,
regular,24,547,girl,,,,,
regular,24,520,boy,,,,,
regular,24,528,girl,,,,,
regular,24,506,boy,,,,,
regular,24,536,girl,,,,,
regular,24,520,boy,,,,,
regular,24,513,girl,,,,,
regular,24,478,girl,,,,,
regular,24,506,boy,,,,,
regular,24,513,boy,,,,,
regular,24,468,girl,,,,,
regular,24,513,girl,,,,,
regular,24,547,girl,,,,,
regular,24,463,girl,,,,,
regular,24,547,boy,,,,,
regular,24,528,girl,,,,,
regular,24,576,boy,,,,,
regular,24,626,boy,,,,,
regular,24,489,boy,,,,,
regular,24,528,boy,,,,,
regular,24,478,girl,,,,,
